strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
170200050207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050309,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060211,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060408,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060409,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060410,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060411,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200060509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200070404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080408,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080708,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200080709,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200090302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200090303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200090305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200100302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200100404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200100504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200100507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120109,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200120404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130408,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130409,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130410,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200130605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
